,Code,Name,Country,Exchange,Currency,Type,Isin
343,0HA9.L,Indra Sistemas S.A.,UK,LSE,GBP,Common Stock,ES0118594417
344,0HAA.L,Fomento de Construcciones y Contratas S.A.,UK,LSE,GBP,Common Stock,ES0122060314
345,0HAC.L,Actividades de Construccion y Servicios S.A.,UK,LSE,GBP,Common Stock,ES0167050915
346,0HAF.L,Nokia Corp.,UK,LSE,GBP,Common Stock,FI0009000681
347,0HAG.L,Sampo Oyj Series A,UK,LSE,GBP,Common Stock,FI0009003305
348,0HAH.L,Fortum Oyj,UK,LSE,GBP,Common Stock,FI0009007132
349,0HAI.L,Credit Agricole S.A.,UK,LSE,GBP,Common Stock,FR0000045072
350,0HAN.L,Bouygues S.A.,UK,LSE,GBP,Common Stock,FR0000120503
351,0HAQ.L,Affiliated Managers Group Inc.,UK,LSE,USD,Common Stock,
352,0HAR.L,AXA S.A.,UK,LSE,GBP,Common Stock,FR0000120628
353,0HAT.L,Pernod Ricard S.A.,UK,LSE,GBP,Common Stock,FR0000120693
354,0HAU.L,LVMH Moët Hennessy - Louis Vuitton Société Européenne,UK,LSE,GBP,Common Stock,FR0000121014
355,0HAV.L,Agilent Technologies Inc.,UK,LSE,USD,Common Stock,
356,0HAZ.L,Capgemini SE,UK,LSE,GBP,Common Stock,FR0000125338
357,0HB1.L,Casino Guichard-Perrachon S.A.,UK,LSE,GBP,Common Stock,FR0000125585
358,0HB2.L,Lagardere S.A.,UK,LSE,GBP,Common Stock,FR0000130213
359,0HB4.L,Dassault Systemes SE,UK,LSE,GBP,Common Stock,FR0014003TT8
360,0HB5.L,BNP Paribas S.A.,UK,LSE,GBP,Common Stock,FR0000131104
361,0HBA.L,Electricite de France,UK,LSE,GBP,Common Stock,FR0010242511
362,0HBC.L,Intesa Sanpaolo S.p.A.,UK,LSE,GBP,Common Stock,IT0000072618
363,0HBF.L,Mediobanca Banca di Credito Finanziario S.p.A.,UK,LSE,GBP,Common Stock,IT0000062957
364,0HBH.L,Air Products & Chemicals Inc.,UK,LSE,USD,Common Stock,
365,0HBP.L,H&M Hennes & Mauritz AB Series B,UK,LSE,GBP,Common Stock,SE0000106270
366,0HBT.L,Skanska AB Series B,UK,LSE,GBP,Common Stock,SE0000113250
367,0HBY.L,Skandinaviska Enskilda Banken AB Series A,UK,LSE,GBP,Common Stock,SE0000148884
368,0HC0.L,Sandvik AB,UK,LSE,GBP,Common Stock,SE0000667891
369,0HC3.L,Alaska Air Group Inc.,UK,LSE,USD,Common Stock,
370,0HC7.L,Albemarle Corp.,UK,LSE,USD,Common Stock,
371,0HCB.L,Alcoa Corp.,UK,LSE,USD,Common Stock,
372,0HCH.L,Alexandria Real Estate Equities Inc.,UK,LSE,USD,Common Stock,
373,0HCI.L,Alibaba Group Holding Limited,UK,LSE,GBX,Common Stock,
374,0HCR.L,Alliance Data Systems Corp.,UK,LSE,USD,Common Stock,
375,0HCT.L,Alliant Energy Corp.,UK,LSE,USD,Common Stock,
376,0HCZ.L,Allstate Corp.,UK,LSE,USD,Common Stock,
377,0HD0.L,Ally Financial Inc.,UK,LSE,USD,Common Stock,
378,0HDJ.L,Mekonomen AB,UK,LSE,GBP,Common Stock,SE0002110064
379,0HDK.L,Systemair AB,UK,LSE,SEK,Common Stock,SE0002133975
380,0HDP.L,D/S Norden,UK,LSE,GBP,Common Stock,DK0060083210
381,0HDQ.L,Synergie SE,UK,LSE,EUR,Common Stock,FR0000032658
382,0HDU.L,Bouvet ASA,UK,LSE,NOK,Common Stock,NO0010360266
383,0HDY.L,Golar LNG Ltd.,UK,LSE,USD,Common Stock,
384,0HE2.L,Ameren Corp.,UK,LSE,USD,Common Stock,
385,0HE6.L,American Airlines Group Inc.,UK,LSE,USD,Common Stock,
386,0HEC.L,American Electric Power Co. Inc.,UK,LSE,USD,Common Stock,
387,0HEJ.L,American Homes 4 Rent Cl A,UK,LSE,USD,Common Stock,
388,0HEU.L,American Tower REIT,UK,LSE,USD,Common Stock,
389,0HEW.L,American Water Works Co.,UK,LSE,USD,Common Stock,
390,0HF3.L,AmerisourceBergen Corp.,UK,LSE,USD,Common Stock,
391,0HF6.L,Ameriprise Financial Inc.,UK,LSE,USD,Common Stock,
392,0HF7.L,Ametek Inc.,UK,LSE,USD,Common Stock,
393,0HFB.L,Amphenol Corp. Cl A,UK,LSE,USD,Common Stock,
394,0HFN.L,Analog Devices Inc.,UK,LSE,USD,Common Stock,
395,0HFP.L,Inmobiliaria del Sur S.A.,UK,LSE,EUR,Common Stock,
396,0HFR.L,Anavex Life Sciences Corp.,UK,LSE,USD,Common Stock,
397,0HG3.L,Ansys Inc.,UK,LSE,USD,Common Stock,
398,0HG8.L,Anthem Inc.,UK,LSE,USD,Common Stock,
399,0HGR.L,Applied Industrial Technologies Inc.,UK,LSE,USD,Common Stock,
400,0HHB.L,Aramark,UK,LSE,USD,Common Stock,
401,0HHI.L,Surteco Group SE,UK,LSE,EUR,Common Stock,
402,0HHP.L,Ares Capital Corp.,UK,LSE,USD,Common Stock,
403,0HHT.L,Arlington Asset Investment Corp. Cl A,UK,LSE,USD,Common Stock,
404,0HHU.L,Armour Residential REIT Inc.,UK,LSE,USD,Common Stock,
405,0HI1.L,Arrow Electronics Inc.,UK,LSE,USD,Common Stock,
406,0HI3.L,Arrowhead Pharmaceuticals Corp.,UK,LSE,USD,Common Stock,
407,0HIN.L,Assurant Inc.,UK,LSE,USD,Common Stock,
408,0HIT.L,Iberdrola S.A.,UK,LSE,GBP,Common Stock,ES0144580Y14
409,0HJC.L,Vilmorin & Cie.,UK,LSE,EUR,Common Stock,FR0000052516
410,0HJF.L,Autodesk Inc.,UK,LSE,USD,Common Stock,
411,0HJH.L,Autoliv Inc.,UK,LSE,USD,Common Stock,
412,0HJI.L,Automatic Data Processing Inc.,UK,LSE,USD,Common Stock,
413,0HJL.L,AutoZone Inc.,UK,LSE,USD,Common Stock,
414,0HJO.L,Avalonbay Communities Inc.,UK,LSE,USD,Common Stock,
415,0HJR.L,Avery Dennison Corp.,UK,LSE,USD,Common Stock,
416,0HK4.L,Avis Budget Group Inc.,UK,LSE,USD,Common Stock,
417,0HKE.L,Axon Enterprise Inc.,UK,LSE,USD,Common Stock,
418,0HKM.L,BGC Partners Inc. Cl A,UK,LSE,USD,Common Stock,
419,0HKP.L,BP PLC ADR,UK,LSE,USD,Common Stock,
420,0HL5.L,Ball Corp.,UK,LSE,USD,Common Stock,
421,0HLQ.L,Bank of New York Mellon Corp.,UK,LSE,USD,Common Stock,
422,0HM0.L,VGP N.V.,UK,LSE,EUR,Common Stock,
423,0HMG.L,Beazer Homes USA Inc.,UK,LSE,USD,Common Stock,
424,0HMI.L,Bed Bath & Beyond Inc.,UK,LSE,USD,Common Stock,
425,0HMM.L,DOF ASA,UK,LSE,NOK,Common Stock,
426,0HMZ.L,W.R. Berkley Corp.,UK,LSE,USD,Common Stock,
427,0HN5.L,Big Lots Inc.,UK,LSE,USD,Common Stock,
428,0HNZ.L,Fagron N.V.,UK,LSE,GBP,Common Stock,BE0003874915
429,0HO6.L,BlackRock Capital Investment Corp.,UK,LSE,USD,Common Stock,
430,0HOB.L,H&R Block Inc.,UK,LSE,USD,Common Stock,
431,0HOT.L,Booz Allen Hamilton Holding Corp.,UK,LSE,USD,Common Stock,
432,0HOU.L,BorgWarner Inc.,UK,LSE,USD,Common Stock,
433,0HOX.L,Boston Properties Inc.,UK,LSE,USD,Common Stock,
434,0HOY.L,Boston Scientific Corp.,UK,LSE,USD,Common Stock,
435,0HPH.L,Brighthouse Financial Inc.,UK,LSE,USD,Common Stock,
436,0HPW.L,Broadridge Financial Solutions Inc.,UK,LSE,USD,Common Stock,
437,0HQ1.L,Brooks Automation Inc.,UK,LSE,USD,Common Stock,
438,0HQ3.L,Brown-Forman Corp. Cl B,UK,LSE,USD,Common Stock,
439,0HQ7.L,Buckle Inc.,UK,LSE,USD,Common Stock,
440,0HQ8.L,Arjo AB Series B,UK,LSE,GBP,Common Stock,SE0010468116
441,0HQI.L,CBIZ Inc.,UK,LSE,USD,Common Stock,
442,0HQN.L,Cboe Global Markets Inc.,UK,LSE,USD,Common Stock,
443,0HQP.L,CBRE Group Inc. Cl A,UK,LSE,USD,Common Stock,
444,0HQR.L,CDK Global Inc.,UK,LSE,USD,Common Stock,
445,0HQU.L,CF Industries Holdings Inc.,UK,LSE,USD,Common Stock,
446,0HQW.L,C.H. Robinson Worldwide Inc.,UK,LSE,USD,Common Stock,
447,0HR2.L,CME Group Inc. Cl A,UK,LSE,USD,Common Stock,
448,0HR4.L,CMS Energy Corp.,UK,LSE,USD,Common Stock,
449,0HRJ.L,CSX Corp.,UK,LSE,USD,Common Stock,
450,0HRR.L,CVR Energy Inc.,UK,LSE,USD,Common Stock,
451,0HRS.L,CVS Health Corp.,UK,LSE,USD,Common Stock,
452,0HRZ.L,Cabot Oil & Gas Corp.,UK,LSE,USD,Common Stock,
453,0HS2.L,Cadence Design Systems Inc.,UK,LSE,USD,Common Stock,
454,0HS4.L,Cadiz Inc.,UK,LSE,USD,Common Stock,
455,0HS8.L,Caladrius Biosciences Inc.,UK,LSE,USD,Common Stock,
456,0HST.L,Campbell Soup Co.,UK,LSE,USD,Common Stock,
457,0HSU.L,Camping World Holdings Inc. Cl A,UK,LSE,USD,Common Stock,
458,0HT4.L,Capital One Financial Corp.,UK,LSE,USD,Common Stock,
459,0HTF.L,Norwegian Energy Co. ASA,UK,LSE,NOK,Common Stock,
460,0HTG.L,Cardinal Health Inc.,UK,LSE,USD,Common Stock,
461,0HTP.L,Volvo AB Series B,UK,LSE,GBP,Common Stock,SE0000115446
462,0HTQ.L,CarMax Inc.,UK,LSE,USD,Common Stock,
463,0HTZ.L,Cars.com Inc.,UK,LSE,USD,Common Stock,
464,0HUR.L,Celanese Corp.,UK,LSE,USD,Common Stock,
465,0HUZ.L,Celsion Corp.,UK,LSE,USD,Common Stock,
466,0HV2.L,Hermès International Société en commandite par actions,UK,LSE,GBP,Common Stock,FR0000052292
467,0HV8.L,Peugeot Invest,UK,LSE,GBP,Common Stock,FR0000064784
468,0HVB.L,Centene Corp.,UK,LSE,USD,Common Stock,
469,0HVF.L,CenterPoint Energy Inc.,UK,LSE,USD,Common Stock,
470,0HVP.L,Lumen Technologies Inc.,UK,LSE,USD,Common Stock,
471,0HW4.L,Charter Communications Inc. Cl A,UK,LSE,USD,Common Stock,
472,0HW9.L,Sintercast AB,UK,LSE,SEK,Common Stock,
473,0HWG.L,Chemours Co.,UK,LSE,USD,Common Stock,
474,0HWH.L,Cheniere Energy Inc.,UK,LSE,USD,Common Stock,
475,0HX1.L,Olympique Lyonnais Groupe,UK,LSE,EUR,Common Stock,
476,0HXB.L,Tenaris S.A,UK,LSE,GBP,Common Stock,LU0156801721
477,0HY2.L,Cementir Holding,UK,LSE,EUR,Common Stock,NL0013995087
478,0HYA.L,Ciena Corp.,UK,LSE,USD,Common Stock,
479,0HYB.L,Cimarex Energy Co.,UK,LSE,USD,Common Stock,
480,0HYE.L,Cincinnati Financial Corp.,UK,LSE,USD,Common Stock,
481,0HYI.L,Cirrus Logic Inc.,UK,LSE,USD,Common Stock,
482,0HYJ.L,Cintas Corp.,UK,LSE,USD,Common Stock,
483,0HYP.L,Citizens Financial Group Inc.,UK,LSE,USD,Common Stock,
484,0HYR.L,Citrix Systems Inc.,UK,LSE,USD,Common Stock,
485,0HZC.L,Eurazeo SE,UK,LSE,GBP,Common Stock,FR0000121121
486,0HZD.L,Wendel SE,UK,LSE,GBP,Common Stock,FR0000121204
487,0I0B.L,ClearSign Technologies Corp.,UK,LSE,USD,Common Stock,
488,0I0H.L,Cleveland-Cliffs Inc.,UK,LSE,USD,Common Stock,
489,0I0J.L,Clorox Co.,UK,LSE,USD,Common Stock,
490,0I0L.L,Euromedis Groupe S.A.,UK,LSE,EUR,Common Stock,
491,0I0T.L,Coca-Cola Consolidated Inc.,UK,LSE,USD,Common Stock,
492,0I0X.L,Codexis Inc.,UK,LSE,USD,Common Stock,
493,0I14.L,Cognex Corp.,UK,LSE,USD,Common Stock,
494,0I15.L,Union Financiere de France Banque S.A.,UK,LSE,EUR,Common Stock,
495,0I17.L,Coherent Inc.,UK,LSE,USD,Common Stock,
496,0I1P.L,Comerica Inc.,UK,LSE,USD,Common Stock,
497,0I2P.L,Conagra Brands Inc.,UK,LSE,USD,Common Stock,
498,0I2R.L,Atlantia S.p.A.,UK,LSE,GBP,Common Stock,IT0003506190
499,0I35.L,Consolidated Edison Inc.,UK,LSE,USD,Common Stock,
500,0I3I.L,Cooper Cos.,UK,LSE,USD,Common Stock,
501,0I3T.L,CoreSite Realty Corp.,UK,LSE,USD,Common Stock,
502,0I3Z.L,Deutsche Euroshop AG,UK,LSE,GBP,Common Stock,DE0007480204
503,0I47.L,Costco Wholesale Corp.,UK,LSE,USD,Common Stock,
504,0I4A.L,Coty Inc. Cl A,UK,LSE,USD,Common Stock,
505,0I4Q.L,Cree Inc.,UK,LSE,USD,Common Stock,
506,0I4W.L,Crown Castle International Corp.,UK,LSE,USD,Common Stock,
507,0I4X.L,Crown Holdings Inc.,UK,LSE,USD,Common Stock,
508,0I50.L,Trip.com Group Ltd. ADR,UK,LSE,USD,Common Stock,
509,0I58.L,Cummins Inc.,UK,LSE,USD,Common Stock,
510,0I5O.L,Bergman & Beving AB Series B,UK,LSE,SEK,Common Stock,SE0000101362
511,0I5R.L,CytRx Corp.,UK,LSE,USD,Common Stock,
512,0I6K.L,D.R. Horton Inc.,UK,LSE,USD,Common Stock,
513,0I6Q.L,DTE Energy Co.,UK,LSE,USD,Common Stock,
514,0I6U.L,DXC Technology Co.,UK,LSE,USD,Common Stock,
515,0I77.L,Darden Restaurants Inc.,UK,LSE,USD,Common Stock,
516,0I7E.L,DaVita Inc.,UK,LSE,USD,Common Stock,
517,0I8C.L,Aqua Bio Technology ASA,UK,LSE,NOK,Common Stock,
518,0I8F.L,Dentsply Sirona Inc.,UK,LSE,USD,Common Stock,
519,0I8W.L,Devon Energy Corp.,UK,LSE,USD,Common Stock,
520,0I8Y.L,Elisa Oyj,UK,LSE,GBP,Common Stock,FI0009007884
521,0I9F.L,Digital Realty Trust Inc.,UK,LSE,USD,Common Stock,
522,0IAH.L,Securitas AB Series B,UK,LSE,GBP,Common Stock,SE0000163594
523,0IAX.L,Dassault Aviation S.A.,UK,LSE,GBP,Common Stock,FR0000121725
524,0IB0.L,Arkema,UK,LSE,GBP,Common Stock,FR0010313833
525,0IBC.L,Discover Financial Services,UK,LSE,USD,Common Stock,
526,0IBD.L,Discovery Inc. Series A,UK,LSE,USD,Common Stock,
527,0IBF.L,Discovery Inc. Series C,UK,LSE,USD,Common Stock,
528,0IBG.L,DISH Network Corp. Cl A,UK,LSE,USD,Common Stock,
529,0IC7.L,Dollar General Corp.,UK,LSE,USD,Common Stock,
530,0IC8.L,Dollar Tree Inc.,UK,LSE,USD,Common Stock,
531,0IC9.L,Dominion Energy Inc.,UK,LSE,USD,Common Stock,
532,0ICI.L,Orapi S.A.,UK,LSE,EUR,Common Stock,
533,0ICP.L,Dover Corp.,UK,LSE,USD,Common Stock,
534,0ID0.L,Duke Realty Corp.,UK,LSE,USD,Common Stock,
535,0ID1.L,Duke Energy Corp.,UK,LSE,USD,Common Stock,
536,0IDA.L,Dynavax Technologies Corp.,UK,LSE,USD,Common Stock,
537,0IDR.L,EOG Resources Inc.,UK,LSE,USD,Common Stock,
538,0IDU.L,EQT Corp.,UK,LSE,USD,Common Stock,
539,0IE9.L,Semapa-Sociedade de Investimento e Gestao SGPS S/A,UK,LSE,GBP,Common Stock,PTSEM0AM0004
540,0IF3.L,Eastman Chemical Co.,UK,LSE,USD,Common Stock,
541,0IFA.L,Ecolab Inc.,UK,LSE,USD,Common Stock,
542,0IFJ.L,Edison International,UK,LSE,USD,Common Stock,
543,0IFM.L,eGain Corp.,UK,LSE,USD,Common Stock,
544,0IFR.L,Ekso Bionics Holdings Inc.,UK,LSE,USD,Common Stock,
545,0IFX.L,Electronic Arts Inc.,UK,LSE,USD,Common Stock,
546,0IGA.L,Emergent Biosolutions Inc.,UK,LSE,USD,Common Stock,
547,0IGF.L,Nexans S.A,UK,LSE,GBP,Common Stock,FR0000044448
548,0IH4.L,TFF Group,UK,LSE,EUR,Common Stock,
549,0IHM.L,Atrium Ljungberg AB Series B,UK,LSE,GBP,Common Stock,SE0000191827
550,0IHP.L,Entergy Corp.,UK,LSE,USD,Common Stock,
551,0IHV.L,Enzo Biochem Inc.,UK,LSE,USD,Common Stock,
552,0II2.L,KONE Oyj,UK,LSE,GBP,Common Stock,FI0009013403
553,0II3.L,Equifax Inc.,UK,LSE,USD,Common Stock,
554,0II4.L,Equinix Inc.,UK,LSE,USD,Common Stock,
555,0IIB.L,Equity Residential,UK,LSE,USD,Common Stock,
556,0IIF.L,Vivendi SE,UK,LSE,GBP,Common Stock,FR0000127771
557,0IIH.L,Kering,UK,LSE,GBP,Common Stock,FR0000121485
558,0IIO.L,Gr. Sarantis S.A.,UK,LSE,GBP,Common Stock,
559,0IIR.L,Essex Property Trust Inc.,UK,LSE,USD,Common Stock,
560,0IIW.L,Etsy Inc.,UK,LSE,USD,Common Stock,
561,0IJ2.L,Eversource Energy,UK,LSE,USD,Common Stock,
562,0IJN.L,Exelon Corp.,UK,LSE,USD,Common Stock,
563,0IJR.L,Expeditors International of Washington Inc.,UK,LSE,USD,Common Stock,
564,0IJU.L,Express Inc.,UK,LSE,USD,Common Stock,
565,0IJV.L,Extra Space Storage Inc.,UK,LSE,USD,Common Stock,
566,0IJW.L,Extreme Networks Inc.,UK,LSE,USD,Common Stock,
567,0IK3.L,FMC Corp.,UK,LSE,USD,Common Stock,
568,0IKJ.L,Wartsila Oyj,UK,LSE,GBP,Common Stock,FI0009003727
569,0IKK.L,DIGIA Oyj,UK,LSE,EUR,Common Stock,
570,0IKW.L,Fastenal Co.,UK,LSE,USD,Common Stock,
571,0IKZ.L,Freddie Mac,UK,LSE,USD,Common Stock,
572,0IL0.L,Fannie Mae,UK,LSE,USD,Common Stock,
573,0IL1.L,Federal Realty Investment Trust,UK,LSE,USD,Common Stock,
574,0IL6.L,F5 Networks Inc.,UK,LSE,USD,Common Stock,
575,0ILI.L,Fluidra S.A.,UK,LSE,GBP,Common Stock,
576,0ILK.L,CaixaBank S.A.,UK,LSE,GBP,Common Stock,ES0140609019
577,0ILW.L,Fidelity National Information Services Inc.,UK,LSE,USD,Common Stock,
578,0IM1.L,Fifth Third Bancorp,UK,LSE,USD,Common Stock,
579,0IN2.L,Groupe Bruxelles Lambert S.A.,UK,LSE,GBP,Common Stock,BE0003797140
580,0IN3.L,Jacquet Metal Service,UK,LSE,GBP,Common Stock,FR0000033904
581,0INB.L,STMicroelectronics N.V.,UK,LSE,GBP,Common Stock,NL0000226223
582,0IP1.L,Bastide le Confort Medical S.A.,UK,LSE,EUR,Common Stock,
583,0IP9.L,Fiserv Inc.,UK,LSE,USD,Common Stock,
584,0IPB.L,FirstEnergy Corp.,UK,LSE,USD,Common Stock,
585,0IPT.L,Akastor ASA,UK,LSE,NOK,Common Stock,NO0010215684
586,0IQC.L,Fluor Corp.,UK,LSE,USD,Common Stock,
587,0IQE.L,Flowserve Corp.,UK,LSE,USD,Common Stock,
588,0IQK.L,Foot Locker Inc.,UK,LSE,USD,Common Stock,
589,0IQU.L,Mercialys S.A.,UK,LSE,GBP,Common Stock,FR0010241638
590,0IR9.L,Fortinet Inc.,UK,LSE,USD,Common Stock,
591,0IRE.L,Fortive Corp.,UK,LSE,USD,Common Stock,
592,0IRF.L,Evotec SE,UK,LSE,GBP,Common Stock,
593,0IRK.L,Altarea,UK,LSE,EUR,Common Stock,
594,0IRN.L,Fortune Brands Home & Security Inc.,UK,LSE,USD,Common Stock,
595,0IS8.L,Covivio Hotels S.C.A.,UK,LSE,EUR,Common Stock,
596,0ISM.L,HKScan Oyj Series A,UK,LSE,EUR,Common Stock,
597,0IT3.L,Scor S.E.,UK,LSE,GBP,Common Stock,FR0010411983
598,0ITL.L,Arthur J. Gallagher & Co.,UK,LSE,USD,Common Stock,
599,0ITS.L,Gap Inc.,UK,LSE,USD,Common Stock,
600,0ITV.L,Gartner Inc.,UK,LSE,USD,Common Stock,
601,0IU8.L,Safran SA,UK,LSE,GBP,Common Stock,FR0000073272
602,0IUC.L,General Dynamics Corp.,UK,LSE,USD,Common Stock,
603,0IUE.L,Societe de la Tour Eiffel,UK,LSE,EUR,Common Stock,
604,0IUJ.L,Interparfums S.A.,UK,LSE,GBP,Common Stock,FR0004024222
605,0IUQ.L,CNP Assurances,UK,LSE,GBP,Common Stock,FR0000120222
606,0IUV.L,Total Gabon S.A.,UK,LSE,EUR,Common Stock,
607,0IUX.L,Genuine Parts Co.,UK,LSE,USD,Common Stock,
608,0IV3.L,Geron Corp.,UK,LSE,USD,Common Stock,
609,0IVB.L,Innelec Multimedia S.A.,UK,LSE,EUR,Common Stock,
610,0IVJ.L,Lectra S.A.,UK,LSE,GBP,Common Stock,FR0000065484
611,0IVM.L,SpareBank 1 SMN,UK,LSE,GBP,Common Stock,NO0006390301
612,0IVQ.L,Gladstone Commercial Corp.,UK,LSE,USD,Common Stock,
613,0IVR.L,Gladstone Investment Corp.,UK,LSE,USD,Common Stock,
614,0IW3.L,Global Net Lease Inc.,UK,LSE,USD,Common Stock,
615,0IW5.L,Thales S.A.,UK,LSE,GBP,Common Stock,FR0000121329
616,0IW7.L,Global Payments Inc.,UK,LSE,USD,Common Stock,
617,0IWU.L,Fabasoft AG,UK,LSE,EUR,Common Stock,
618,0IX0.L,GL Events S.A.,UK,LSE,EUR,Common Stock,FR0000066672
619,0IXT.L,Latecoere S.A.,UK,LSE,GBP,Common Stock,FR0000032278
620,0IXY.L,Societe Fonciere Lyonnaise S.A.,UK,LSE,EUR,Common Stock,
621,0IXZ.L,Bollore SE,UK,LSE,GBP,Common Stock,FR0000039299
622,0IY1.L,Atria Oyj Series A,UK,LSE,EUR,Common Stock,
623,0IYS.L,Gold Resource Corp.,UK,LSE,USD,Common Stock,
624,0IZ6.L,Golub Capital BDC Inc.,UK,LSE,USD,Common Stock,
625,0IZ8.L,HENKEL AG & CO KGAA HENKEL ORD ,UK,LSE,GBP,Common Stock,DE0006048408
626,0IZC.L,Henkel AG & Co. KGaA Pfd.,UK,LSE,GBP,Common Stock,
627,0IZI.L,W.W. Grainger Inc.,UK,LSE,USD,Common Stock,
628,0IZM.L,ABG Sundal Collier Holding ASA,UK,LSE,NOK,Common Stock,NO0003021909
629,0IZX.L,Elos Medtech AB Series B,UK,LSE,SEK,Common Stock,
630,0J03.L,Retelit S.p.A.,UK,LSE,GBP,Common Stock,
631,0J04.L,Porr AG,UK,LSE,GBP,Common Stock,
632,0J0P.L,Green Plains Inc.,UK,LSE,USD,Common Stock,
633,0J1N.L,SpareBank 1 Nord-Norge,UK,LSE,GBP,Common Stock,NO0006000801
634,0J1R.L,HCA Healthcare Inc.,UK,LSE,USD,Common Stock,
635,0J1Z.L,NOS SGPS S/A,UK,LSE,GBP,Common Stock,PTZON0AM0006
636,0J22.L,HCI Group Inc.,UK,LSE,USD,Common Stock,
637,0J2E.L,HP Inc.,UK,LSE,USD,Common Stock,
638,0J2I.L,Hain Celestial Group Inc.,UK,LSE,USD,Common Stock,
639,0J2R.L,Alstom S.A.,UK,LSE,GBP,Common Stock,FR0010220475
640,0J2X.L,Hanesbrands Inc.,UK,LSE,USD,Common Stock,
641,0J2Z.L,Hannon Armstrong Sustainable Infrastructure Capital Inc.,UK,LSE,USD,Common Stock,
642,0J38.L,Harmonic Inc.,UK,LSE,USD,Common Stock,
643,0J3F.L,Sodexo S.A.,UK,LSE,GBP,Common Stock,FR0000121220
644,0J3H.L,Hartford Financial Services Group Inc.,UK,LSE,USD,Common Stock,
645,0J3K.L,Hasbro Inc.,UK,LSE,USD,Common Stock,
646,0J3N.L,Hawaiian Holdings Inc.,UK,LSE,USD,Common Stock,
647,0J3X.L,Cofinimmo S.A.,UK,LSE,GBP,Common Stock,BE0003593044
648,0J46.L,Heico Corp.,UK,LSE,USD,Common Stock,
649,0J4G.L,Helmerich & Payne Inc.,UK,LSE,USD,Common Stock,
650,0J4L.L,Herc Holdings Inc.,UK,LSE,USD,Common Stock,
651,0J4M.L,Hercules Capital Inc.,UK,LSE,USD,Common Stock,
652,0J4V.L,Heron Therapeutics Inc.,UK,LSE,USD,Common Stock,
653,0J4X.L,Hershey Co.,UK,LSE,USD,Common Stock,
654,0J50.L,Hess Corp.,UK,LSE,USD,Common Stock,
655,0J51.L,Hewlett Packard Enterprise Co.,UK,LSE,USD,Common Stock,
656,0J5I.L,Hilton Worldwide Holdings Inc.,UK,LSE,USD,Common Stock,
657,0J5Q.L,Hologic Inc.,UK,LSE,USD,Common Stock,
658,0J5Z.L,Hormel Foods Corp.,UK,LSE,USD,Common Stock,
659,0J66.L,Host Hotels & Resorts Inc.,UK,LSE,USD,Common Stock,
660,0J6V.L,Fonciere des Regions S.A.,UK,LSE,GBP,Common Stock,FR0000064578
661,0J6X.L,Teleperformance SE,UK,LSE,GBP,Common Stock,FR0000051807
662,0J6Y.L,Societe Generale S.A.,UK,LSE,GBP,Common Stock,FR0000130809
663,0J6Z.L,Humana Inc.,UK,LSE,USD,Common Stock,
664,0J71.L,J.B. Hunt Transport Services Inc.,UK,LSE,USD,Common Stock,
665,0J72.L,Huntington Bancshares Inc.,UK,LSE,USD,Common Stock,
666,0J76.L,Huntington Ingalls Industries Inc.,UK,LSE,USD,Common Stock,
667,0J7X.L,MBB SE,UK,LSE,EUR,Common Stock,
668,0J8P.L,IDEXX Laboratories Inc.,UK,LSE,USD,Common Stock,
669,0J8W.L,Illinois Tool Works Inc.,UK,LSE,USD,Common Stock,
670,0J8Z.L,Illumina Inc.,UK,LSE,USD,Common Stock,
671,0J9C.L,Duerr AG,UK,LSE,GBP,Common Stock,DE0005565204
672,0J9O.L,Manz AG,UK,LSE,EUR,Common Stock,
673,0J9P.L,Incyte Corp.,UK,LSE,USD,Common Stock,
674,0JAV.L,Insmed Inc.,UK,LSE,USD,Common Stock,
675,0JAW.L,GeneriX Group France,UK,LSE,EUR,Common Stock,
676,0JBD.L,Innovative Industrial Properties Inc.,UK,LSE,USD,Common Stock,
677,0JBJ.L,SRV Yhtiot Oyj,UK,LSE,EUR,Common Stock,
678,0JBY.L,Elanders AB Series B,UK,LSE,SEK,Common Stock,
679,0JC3.L,Intercontinental Exchange Inc.,UK,LSE,USD,Common Stock,
680,0JCB.L,International Paper Co.,UK,LSE,USD,Common Stock,
681,0JCK.L,Interpublic Group of Cos.,UK,LSE,USD,Common Stock,
682,0JCO.L,All for One Group SE,UK,LSE,EUR,Common Stock,
683,0JCT.L,Intuit Inc.,UK,LSE,USD,Common Stock,
684,0JD3.L,Invesco Mortgage Capital Inc.,UK,LSE,USD,Common Stock,
685,0JDK.L,Iovance Biotherapeutics Inc.,UK,LSE,USD,Common Stock,
686,0JDP.L,Iron Mountain Inc.,UK,LSE,USD,Common Stock,
687,0JE5.L,American Shipping Co. ASA,UK,LSE,NOK,Common Stock,
688,0JEV.L,Crescent N.V.,UK,LSE,EUR,Common Stock,
689,0JEZ.L,StrongPoint ASA,UK,LSE,NOK,Common Stock,
690,0JG5.L,Bittium Oyj,UK,LSE,EUR,Common Stock,
691,0JGL.L,PCI Biotech Holding ASA,UK,LSE,NOK,Common Stock,
692,0JH0.L,Rejlers AB Series B,UK,LSE,SEK,Common Stock,
693,0JH4.L,Spar Nord Bank A/S,UK,LSE,GBP,Common Stock,DK0060036564
694,0JHU.L,Porsche Automobil Holding SE,UK,LSE,GBP,Common Stock,
