,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
825,2380.SZ,Nanjing Sciyon Wisdom Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000MV6,,,,,,,,,,
826,2381.SZ,Zhejiang Double Arrow Rubber Co. Ltd,,SHE,CNY,Common Stock,CNE100000N04,,,,,,,,,,
827,2382.SZ,Blue Sail Medical Co.Ltd,,SHE,CNY,Common Stock,CNE100000MZ7,,,,,,,,,,
828,2383.SZ,Beijing Unistrong Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000MY0,,,,,,,,,,
829,2384.SZ,Suzhou Dongshan Precision Manufacturing Co. Ltd,,SHE,CNY,Common Stock,CNE100000N79,,,,,,,,,,
830,2385.SZ,Beijing Dabeinong Technology Group Co.Ltd,,SHE,CNY,Common Stock,CNE100000N61,,,,,,,,,,
831,2386.SZ,Yibin Tianyuan Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000N53,,,,,,,,,,
832,2387.SZ,Visionox Technology Inc,,SHE,CNY,Common Stock,CNE100000N46,,,,,,,,,,
833,2388.SZ,Shenzhen Sunyes Electronic Manufacturing Holding Co. Ltd,,SHE,CNY,Common Stock,CNE100000N38,,,,,,,,,,
834,2389.SZ,Aerospace CH UAV Co.Ltd,,SHE,CNY,Common Stock,CNE100000N20,,,,,,,,,,
835,2390.SZ,Guizhou Xinbang Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000NG5,,,,,,,,,,
836,2391.SZ,Jiangsu Changqing Agrochemical Co. Ltd,,SHE,CNY,Common Stock,CNE100000NF7,,,,,,,,,,
837,2392.SZ,Beijing Lier High-temperature Materials Co.Ltd,,SHE,CNY,Common Stock,CNE100000NK7,,,,,,,,,,
838,2393.SZ,Tianjin Lisheng Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,CNE100000NJ9,,,,,,,,,,
839,2394.SZ,Jiangsu Lianfa Textile Co.Ltd,,SHE,CNY,Common Stock,CNE100000NH3,,,,,,,,,,
840,2395.SZ,Wuxi Double Elephant Micro Fibre Material Co.Ltd,,SHE,CNY,Common Stock,CNE100000NQ4,,,,,,,,,,
841,2396.SZ,Fujian Star-net Communication Co. LTD,,SHE,CNY,Common Stock,CNE100000QF0,,,,,,,,,,
842,2397.SZ,Hunan Mendale Hometextile Co.Ltd,,SHE,CNY,Common Stock,CNE100000NR2,,,,,,,,,,
843,2398.SZ,Lets Holdings Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000NZ5,,,,,,,,,,
844,2399.SZ,Shenzhen Hepalink Pharmaceutical Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000P02,,,,,,,,,,
845,2400.SZ,Guangdong Advertising Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000P10,,,,,,,,,,
846,2401.SZ,COSCO SHIPPING Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000P28,,,,,,,,,,
847,2402.SZ,Shenzhen H&T Intelligent Control Co. Ltd,,SHE,CNY,Common Stock,CNE100000P51,,,,,,,,,,
848,2403.SZ,Aishida Co.Ltd,,SHE,CNY,Common Stock,CNE100000P36,,,,,,,,,,
849,2404.SZ,Zhejiang Jiaxin Silk Corp. Ltd,,SHE,CNY,Common Stock,CNE100000P44,,,,,,,,,,
850,2405.SZ,NavInfo Co. Ltd,,SHE,CNY,Common Stock,CNE100000P69,,,,,,,,,,
851,2406.SZ,Xuchang Yuandong Drive Shaft Co. Ltd,,SHE,CNY,Common Stock,CNE100000P77,,,,,,,,,,
852,2407.SZ,Do-Fluoride New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100000P85,,,,,,,,,,
853,2408.SZ,Zibo Qixiang Tengda Chemical Co. Ltd,,SHE,CNY,Common Stock,CNE100000P93,,,,,,,,,,
854,2409.SZ,Jiangsu Yoke Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000PG0,,,,,,,,,,
855,2410.SZ,Glodon Company Limited,,SHE,CNY,Common Stock,CNE100000PH8,,,,,,,,,,
856,2411.SZ,YanAn Bicon Pharmaceutical Listed Company,,SHE,CNY,Common Stock,CNE100000PJ4,,,,,,,,,,
857,2412.SZ,Hunan Hansen Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000PK2,,,,,,,,,,
858,2413.SZ,Jiangsu Leike Defense Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000PL0,,,,,,,,,,
859,2414.SZ,Wuhan Guide Infrared Co. Ltd,,SHE,CNY,Common Stock,CNE100000RK8,,,,,,,,,,
860,2415.SZ,Hangzhou Hikvision Digital Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000PM8,,,,,,,,,,
861,2416.SZ,Shenzhen Aisidi Co. Ltd,,SHE,CNY,Common Stock,CNE100000PN6,,,,,,,,,,
862,2417.SZ,SUNA Co.Ltd,,SHE,CNY,Common Stock,CNE100000PQ9,,,,,,,,,,
863,2418.SZ,Zhe Jiang Kangsheng Co.Ltd,,SHE,CNY,Common Stock,CNE100000PR7,,,,,,,,,,
864,2419.SZ,Rainbow Digital Commercial Co. Ltd,,SHE,CNY,Common Stock,CNE100000PS5,,,,,,,,,,
865,2420.SZ,Guangzhou Echom Sci.&Tech.Co.Ltd,,SHE,CNY,Common Stock,CNE100000PT3,,,,,,,,,,
866,2421.SZ,Shenzhen Das Intellitech Co. Ltd,,SHE,CNY,Common Stock,CNE100000PV9,,,,,,,,,,
867,2422.SZ,Sichuan Kelun Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000PW7,,,,,,,,,,
868,2423.SZ,COFCO Capital Holdings Co. Ltd,,SHE,CNY,Common Stock,CNE100000PX5,,,,,,,,,,
869,2424.SZ,Guizhou Bailing Group Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000PY3,,,,,,,,,,
870,2425.SZ,Kaiser (China) Culture Co. LTD,,SHE,CNY,Common Stock,CNE100000PZ0,,,,,,,,,,
871,2426.SZ,Suzhou Victory Precision Manufacture Co. Ltd,,SHE,CNY,Common Stock,CNE100000Q01,,,,,,,,,,
872,2427.SZ,Zhejiang Unifull Industrial Fibre Co. Ltd,,SHE,CNY,Common Stock,CNE100000Q19,,,,,,,,,,
873,2428.SZ,Yunnan Lincang Xinyuan Germanium Industry Co.LTD,,SHE,CNY,Common Stock,CNE100000Q27,,,,,,,,,,
874,2429.SZ,Shenzhen MTC Co. Ltd,,SHE,CNY,Common Stock,CNE100000Q50,,,,,,,,,,
875,2430.SZ,Hangzhou Oxygen Plant Group Co.Ltd,,SHE,CNY,Common Stock,CNE100000Q68,,,,,,,,,,
876,2431.SZ,Palm Eco-Town Development Co. Ltd,,SHE,CNY,Common Stock,CNE100000Q76,,,,,,,,,,
877,2432.SZ,Andon Health Co. Ltd,,SHE,CNY,Common Stock,CNE100000Q84,,,,,,,,,,
878,2433.SZ,Guangdong Taiantang Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000Q92,,,,,,,,,,
879,2434.SZ,Zhejiang Wanliyang Co. Ltd,,SHE,CNY,Common Stock,CNE100000QB9,,,,,,,,,,
880,2435.SZ,Changjiang Runfa Health Industry Co. Ltd,,SHE,CNY,Common Stock,CNE100000QC7,,,,,,,,,,
881,2436.SZ,Shenzhen Fastprint Circuit Tech Co. Ltd,,SHE,CNY,Common Stock,CNE100000QD5,,,,,,,,,,
882,2437.SZ,Harbin Gloria Pharmaceuticals Co. Ltd,,SHE,CNY,Common Stock,CNE100000QG8,,,,,,,,,,
883,2438.SZ,Jiangsu Shentong Valve Co. Ltd,,SHE,CNY,Common Stock,CNE100000QH6,,,,,,,,,,
884,2439.SZ,Venustech Group Inc,,SHE,CNY,Common Stock,CNE100000QJ2,,,,,,,,,,
885,2440.SZ,Zhejiang Runtu Co. Ltd,,SHE,CNY,Common Stock,CNE100000QY1,,,,,,,,,,
886,2441.SZ,Zhongyeda Electric Co. Ltd,,SHE,CNY,Common Stock,CNE100000QZ8,,,,,,,,,,
887,2442.SZ,Longxing Chemical Stock Co. Ltd,,SHE,CNY,Common Stock,CNE100000R00,,,,,,,,,,
888,2443.SZ,Zhejiang Kingland Pipeline and Technologies Co.Ltd,,SHE,CNY,Common Stock,CNE100000R18,,,,,,,,,,
889,2444.SZ,Hangzhou Great Star Industrial Co. Ltd,,SHE,CNY,Common Stock,CNE100000RC5,,,,,,,,,,
890,2445.SZ,Zhongnan Red Culture Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000RD3,,,,,,,,,,
891,2446.SZ,Guangdong Shenglu Telecommunication Tech. Co. Ltd,,SHE,CNY,Common Stock,CNE100000RF8,,,,,,,,,,
892,2447.SZ,Dalian Morningstar Network Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000RG6,,,,,,,,,,
893,2448.SZ,ZYNP Corporation,,SHE,CNY,Common Stock,CNE100000RL6,,,,,,,,,,
894,2449.SZ,Foshan NationStar Optoelectronics Co.Ltd,,SHE,CNY,Common Stock,CNE100000RM4,,,,,,,,,,
895,2451.SZ,Shanghai Morn Electric Equipment Co. Ltd,,SHE,CNY,Common Stock,CNE100000RT9,,,,,,,,,,
896,2452.SZ,Changgao Electric Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000RV5,,,,,,,,,,
897,2453.SZ,Great Chinasoft Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100000RW3,,,,,,,,,,
898,2454.SZ,Songz Automobile Air Conditioning Co. Ltd,,SHE,CNY,Common Stock,CNE100000RX1,,,,,,,,,,
899,2455.SZ,Jiangsu Baichuan High-Tech New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100000S25,,,,,,,,,,
900,2456.SZ,OFILM Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000S33,,,,,,,,,,
901,2457.SZ,Ningxia Qinglong Pipes Industry Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000S41,,,,,,,,,,
902,2458.SZ,Shandong Yisheng Livestock & Poultry Breeding Co. Ltd,,SHE,CNY,Common Stock,CNE100000SC3,,,,,,,,,,
903,2459.SZ,JA Solar Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000SD1,,,,,,,,,,
904,2460.SZ,Ganfeng Lithium Co. Ltd,,SHE,CNY,Common Stock,CNE100000SF6,,,,,,,,,,
905,2461.SZ,Guangzhou Zhujiang Brewery Co. Ltd,,SHE,CNY,Common Stock,CNE100000SM2,,,,,,,,,,
906,2462.SZ,Cachet Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000SN0,,,,,,,,,,
907,2463.SZ,Wus Printed Circuit (Kunshan) Co. Ltd,,SHE,CNY,Common Stock,CNE100000SP5,,,,,,,,,,
908,2464.SZ,Whole Easy Internet Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000T16,,,,,,,,,,
909,2465.SZ,Guangzhou Haige Communications Group Incorporated Company,,SHE,CNY,Common Stock,CNE100000T24,,,,,,,,,,
910,2466.SZ,Tianqi Lithium Corporation,,SHE,CNY,Common Stock,CNE100000T32,,,,,,,,,,
911,2467.SZ,NET263 Ltd,,SHE,CNY,Common Stock,CNE100000T81,,,,,,,,,,
912,2468.SZ,STO Express Co.Ltd,,SHE,CNY,Common Stock,CNE100000T99,,,,,,,,,,
913,2469.SZ,Shandong Sunway Chemical Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000TB3,,,,,,,,,,
914,2470.SZ,Kingenta Ecological Engineering Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000TC1,,,,,,,,,,
915,2471.SZ,Jiangsu Zhongchao Holding Co. Ltd,,SHE,CNY,Common Stock,CNE100000TD9,,,,,,,,,,
916,2472.SZ,Zhejiang Shuanghuan Driveline Co. Ltd,,SHE,CNY,Common Stock,CNE100000TF4,,,,,,,,,,
917,2473.SZ,Ningbo Sunlight Electrical Appliance Co.Ltd,,SHE,CNY,Common Stock,CNE100000TG2,,,,,,,,,,
918,2474.SZ,Fujian Rongji Software Co. Ltd,,SHE,CNY,Common Stock,CNE100000TQ1,,,,,,,,,,
919,2475.SZ,Luxshare Precision Industry Co. Ltd,,SHE,CNY,Common Stock,CNE100000TP3,,,,,,,,,,
920,2476.SZ,Shandong Polymer Biochemicals Co. Ltd,,SHE,CNY,Common Stock,CNE100000TN8,,,,,,,,,,
921,2478.SZ,Jiangsu Changbao Steeltube Co.Ltd,,SHE,CNY,Common Stock,CNE100000TX7,,,,,,,,,,
922,2479.SZ,Zhejiang Fuchunjiang Environmental Thermoelectric Co.LTD,,SHE,CNY,Common Stock,CNE100000TY5,,,,,,,,,,
923,2480.SZ,Chengdu Xinzhu Road&Bridge Machinery Co.LTD,,SHE,CNY,Common Stock,CNE100000TZ2,,,,,,,,,,
924,2481.SZ,Yantai Shuangta Food Co. Ltd,,SHE,CNY,Common Stock,CNE100000V04,,,,,,,,,,
925,2482.SZ,Shenzhen Grandland Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000V53,,,,,,,,,,
926,2483.SZ,Jiangsu Rainbow Heavy Industries Co. Ltd,,SHE,CNY,Common Stock,CNE100000V61,,,,,,,,,,
927,2484.SZ,Nantong Jianghai Capacitor Co. Ltd,,SHE,CNY,Common Stock,CNE100000V79,,,,,,,,,,
928,2485.SZ,Sinoer Men's Wear Co. Ltd,,SHE,CNY,Common Stock,CNE100000VS3,,,,,,,,,,
929,2486.SZ,Shanghai Challenge Textile Co. Ltd,,SHE,CNY,Common Stock,CNE100000VT1,,,,,,,,,,
930,2487.SZ,Dajin Heavy Industry Corporation,,SHE,CNY,Common Stock,CNE100000VV7,,,,,,,,,,
931,2488.SZ,Zhejiang Jingu Company Limited,,SHE,CNY,Common Stock,CNE100000VN4,,,,,,,,,,
932,2489.SZ,Yotrio Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000VP9,,,,,,,,,,
933,2490.SZ,Shandong Molong Petroleum Machinery Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
934,2491.SZ,Tongding Interconnection Information Co. Ltd,,SHE,CNY,Common Stock,CNE100000VR5,,,,,,,,,,
935,2492.SZ,Zhuhai Winbase International Chemical Tank Terminal Co. Ltd,,SHE,CNY,Common Stock,CNE100000W52,,,,,,,,,,
936,2493.SZ,Rongsheng Petrochemical Co. Ltd,,SHE,CNY,Common Stock,CNE100000W60,,,,,,,,,,
937,2494.SZ,Huasi Holding Company Limited,,SHE,CNY,Common Stock,CNE100000W78,,,,,,,,,,
938,2495.SZ,Guangdong Jialong Food Co. Ltd,,SHE,CNY,Common Stock,CNE100000W86,,,,,,,,,,
939,2496.SZ,Jiangsu Huifeng Bio Agriculture Co. Ltd,,SHE,CNY,Common Stock,CNE100000WD3,,,,,,,,,,
940,2497.SZ,Sichuan Yahua Industrial Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000WF8,,,,,,,,,,
941,2498.SZ,Qingdao Hanhe Cable Co.Ltd,,SHE,CNY,Common Stock,CNE100000WG6,,,,,,,,,,
942,2499.SZ,Kelin Environmental Protection Equipment Inc,,SHE,CNY,Common Stock,CNE100000WH4,,,,,,,,,,
943,2500.SZ,Shanxi Securities Co. Ltd,,SHE,CNY,Common Stock,CNE100000WJ0,,,,,,,,,,
944,2501.SZ,Jilin Liyuan Precision Manufacturing Co. Ltd,,SHE,CNY,Common Stock,CNE100000WP7,,,,,,,,,,
945,2502.SZ,Dinglong Culture Co. Ltd,,SHE,CNY,Common Stock,CNE100000WQ5,,,,,,,,,,
946,2503.SZ,Souyute Group Co.Ltd,,SHE,CNY,Common Stock,CNE100000WR3,,,,,,,,,,
947,2504.SZ,Beijing Honggao Creative Architectural Design Co. Ltd,,SHE,CNY,Common Stock,CNE100000WT9,,,,,,,,,,
948,2505.SZ,Pengdu Agriculture & Animal Husbandry Co.Ltd,,SHE,CNY,Common Stock,CNE100000WV5,,,,,,,,,,
949,2506.SZ,GCL System Integration Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000WW3,,,,,,,,,,
950,2507.SZ,Chongqing Fuling Zhacai Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000WX1,,,,,,,,,,
951,2508.SZ,Hangzhou Robam Appliances Co. Ltd,,SHE,CNY,Common Stock,CNE100000WY9,,,,,,,,,,
952,2510.SZ,Tianjin Motor Dies Co. Ltd,,SHE,CNY,Common Stock,CNE100000X28,,,,,,,,,,
953,2511.SZ,C&S Paper Co.Ltd,,SHE,CNY,Common Stock,CNE100000X36,,,,,,,,,,
954,2512.SZ,Tatwah Smartech Co. Ltd,,SHE,CNY,Common Stock,CNE100000XN0,,,,,,,,,,
955,2513.SZ,Jiangsu Lanfeng Bio-chemical Co.Ltd,,SHE,CNY,Common Stock,CNE100000XP5,,,,,,,,,,
956,2514.SZ,Jiangsu Boamax Technologies Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000XQ3,,,,,,,,,,
957,2515.SZ,Jinzi Ham Co.Ltd,,SHE,CNY,Common Stock,CNE100000XR1,,,,,,,,,,
958,2516.SZ,Kuangda Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000X93,,,,,,,,,,
959,2517.SZ,Kingnet Network Co. Ltd,,SHE,CNY,Common Stock,CNE100000XB5,,,,,,,,,,
960,2518.SZ,Shenzhen KSTAR Science and Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000XC3,,,,,,,,,,
961,2519.SZ,Jiangsu Yinhe Electronics Co.Ltd,,SHE,CNY,Common Stock,CNE100000XD1,,,,,,,,,,
962,2520.SZ,Zhejiang RIFA Precision Machinery Co. Ltd,,SHE,CNY,Common Stock,CNE100000XJ8,,,,,,,,,,
963,2521.SZ,Qifeng New Material Co. Ltd,,SHE,CNY,Common Stock,CNE100000XK6,,,,,,,,,,
964,2522.SZ,Zhejiang Zhongcheng Packing Material Co. Ltd,,SHE,CNY,Common Stock,CNE100000XL4,,,,,,,,,,
965,2523.SZ,Zhuzhou Tianqiao Crane Co. Ltd,,SHE,CNY,Common Stock,CNE100000XM2,,,,,,,,,,
966,2524.SZ,Guangzheng Eye Hospital Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000XY7,,,,,,,,,,
967,2526.SZ,Shandong Mining Machinery Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000Y01,,,,,,,,,,
968,2527.SZ,Shanghai STEP Electric Corporation,,SHE,CNY,Common Stock,CNE100000Y43,,,,,,,,,,
969,2528.SZ,Shenzhen Infinova Limited,,SHE,CNY,Common Stock,CNE100000Y50,,,,,,,,,,
970,2529.SZ,Fujian Haiyuan Composites Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100000Y68,,,,,,,,,,
971,2530.SZ,JC Finance&Tax Interconnect Holdings Ltd,,SHE,CNY,Common Stock,CNE100000YG2,,,,,,,,,,
972,2531.SZ,Titan Wind Energy (Suzhou) Co. Ltd,,SHE,CNY,Common Stock,CNE100000YH0,,,,,,,,,,
973,2532.SZ,Tianshan Aluminum Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000YJ6,,,,,,,,,,
974,2533.SZ,Gold cup Electric Apparatus Co.Ltd,,SHE,CNY,Common Stock,CNE100000YK4,,,,,,,,,,
975,2534.SZ,Hangzhou Boiler Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000YT5,,,,,,,,,,
976,2535.SZ,Linzhou Heavy Machinery Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000YX7,,,,,,,,,,
977,2536.SZ,Feilong Auto Components Co. Ltd,,SHE,CNY,Common Stock,CNE100000YY5,,,,,,,,,,
978,2537.SZ,HyUnion Holding Co.Ltd,,SHE,CNY,Common Stock,CNE100000YV1,,,,,,,,,,
979,2538.SZ,Anhui Sierte Fertilizer industry LTD. company,,SHE,CNY,Common Stock,CNE100000Z42,,,,,,,,,,
980,2539.SZ,Chengdu Wintrue Holding Co. Ltd,,SHE,CNY,Common Stock,CNE100000Z59,,,,,,,,,,
981,2540.SZ,Jiangsu Asia-Pacific Light Alloy Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000Z67,,,,,,,,,,
982,2541.SZ,Anhui Honglu Steel Construction(Group) CO. LTD,,SHE,CNY,Common Stock,CNE100000Z75,,,,,,,,,,
983,2542.SZ,China Zhonghua Geotechnical Engineering Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZV8,,,,,,,,,,
984,2543.SZ,Guangdong Vanward New Electric Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZT2,,,,,,,,,,
985,2544.SZ,GCI Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZS4,,,,,,,,,,
986,2545.SZ,Qingdao East Steel Tower Stock Co.Ltd,,SHE,CNY,Common Stock,CNE100000ZX4,,,,,,,,,,
987,2546.SZ,Nanjing Xinlian Electronics Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZY2,,,,,,,,,,
988,2547.SZ,Suzhou Chunxing Precision Mechanical Co. Ltd,,SHE,CNY,Common Stock,CNE100001047,,,,,,,,,,
989,2548.SZ,Shenzhen Kingsino Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100001054,,,,,,,,,,
990,2549.SZ,Hunan Kaimeite Gases Co. Ltd,,SHE,CNY,Common Stock,CNE100001062,,,,,,,,,,
991,2550.SZ,Changzhou Qianhong Biopharma CO.LTD,,SHE,CNY,Common Stock,CNE100001070,,,,,,,,,,
992,2551.SZ,Shenzhen Glory Medical Co. Ltd,,SHE,CNY,Common Stock,CNE1000010G6,,,,,,,,,,
993,2552.SZ,Baoding Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000010H4,,,,,,,,,,
994,2553.SZ,Jiangsu Nanfang Bearing Co.Ltd,,SHE,CNY,Common Stock,CNE1000010J0,,,,,,,,,,
995,2554.SZ,China Oil HBP Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000010K8,,,,,,,,,,
996,2555.SZ,Wuhu 37 Interactive Entertainment Network Technology Group Co.Ltd,,SHE,CNY,Common Stock,CNE1000010N2,,,,,,,,,,
997,2556.SZ,Anhui Huilong Agricultural Means of Production Co.Ltd,,SHE,CNY,Common Stock,CNE1000010P7,,,,,,,,,,
998,2557.SZ,Chacha Food Company Limited,,SHE,CNY,Common Stock,CNE1000010Q5,,,,,,,,,,
999,2558.SZ,Giant Network Group Co. Ltd,,SHE,CNY,Common Stock,CNE1000010R3,,,,,,,,,,
1000,2559.SZ,Jiangsu Yawei Machine Tool Co. Ltd,,SHE,CNY,Common Stock,CNE1000010S1,,,,,,,,,,
1001,2560.SZ,Henan Tong-Da Cable Co. Ltd,,SHE,CNY,Common Stock,CNE1000010T9,,,,,,,,,,
1002,2561.SZ,Shanghai Xujiahui Commercial Co. Ltd,,SHE,CNY,Common Stock,CNE1000010V5,,,,,,,,,,
1003,2562.SZ,Brother Enterprises Holding Co.Ltd,,SHE,CNY,Common Stock,CNE1000010Y9,,,,,,,,,,
1004,2563.SZ,Zhejiang Semir Garment Co. Ltd,,SHE,CNY,Common Stock,CNE100001104,,,,,,,,,,
1005,2564.SZ,SuZhou THVOW Technology. Co. Ltd,,SHE,CNY,Common Stock,CNE1000010Z6,,,,,,,,,,
1006,2565.SZ,Shanghai Shunho New Materials Technology Co.Ltd,,SHE,CNY,Common Stock,CNE1000011B5,,,,,,,,,,
1007,2566.SZ,Jilin Jian Yisheng Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE1000011C3,,,,,,,,,,
1008,2567.SZ,Tangrenshen Group Co. Ltd,,SHE,CNY,Common Stock,CNE1000011J8,,,,,,,,,,
1009,2568.SZ,Shanghai Bairun Investment Holding Group Co. Ltd,,SHE,CNY,Common Stock,CNE1000011K6,,,,,,,,,,
1010,2569.SZ,Zhejiang Busen Garments Co. Ltd,,SHE,CNY,Common Stock,CNE1000011X9,,,,,,,,,,
1011,2570.SZ,Beingmate Co. Ltd,,SHE,CNY,Common Stock,CNE1000011Y7,,,,,,,,,,
1012,2571.SZ,Anhui Deli Household Glass Co. Ltd,,SHE,CNY,Common Stock,CNE1000011Z4,,,,,,,,,,
1013,2572.SZ,Suofeiya Home Collection Co. Ltd,,SHE,CNY,Common Stock,CNE100001203,,,,,,,,,,
1014,2573.SZ,Beijing SPC Environment Protection Tech Co. Ltd,,SHE,CNY,Common Stock,CNE100001278,,,,,,,,,,
1015,2574.SZ,Zhejiang Ming Jewelry Co. Ltd,,SHE,CNY,Common Stock,CNE100001286,,,,,,,,,,
1016,2575.SZ,Guangdong Qunxing Toys Joint-Stock Co. Ltd,,SHE,CNY,Common Stock,CNE100001294,,,,,,,,,,
1017,2576.SZ,Jiangsu Tongda Power Technology Co.Ltd,,SHE,CNY,Common Stock,CNE1000012G2,,,,,,,,,,
1018,2577.SZ,Shenzhen Rapoo Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000012J6,,,,,,,,,,
1019,2578.SZ,Fujian Minfa Aluminium Co.Ltd,,SHE,CNY,Common Stock,CNE1000012H0,,,,,,,,,,
1020,2579.SZ,Huizhou China Eagle Electronic Technology Inc,,SHE,CNY,Common Stock,CNE1000012P3,,,,,,,,,,
1021,2580.SZ,Shandong Sacred Sun Power Sources Co. Ltd,,SHE,CNY,Common Stock,CNE1000012Q1,,,,,,,,,,
1022,2581.SZ,Shandong Sinobioway Biomedicine Co. Ltd,,SHE,CNY,Common Stock,CNE1000012Y5,,,,,,,,,,
1023,2582.SZ,Haoxiangni Health Food Co.Ltd,,SHE,CNY,Common Stock,CNE1000012Z2,,,,,,,,,,
1024,2583.SZ,Hytera Communications Corporation Limited,,SHE,CNY,Common Stock,CNE1000013B1,,,,,,,,,,
1025,2584.SZ,Xilong Scientific Co. Ltd,,SHE,CNY,Common Stock,CNE1000013M8,,,,,,,,,,
1026,2585.SZ,Jiangsu Shuangxing Color Plastic New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE1000013N6,,,,,,,,,,
1027,2586.SZ,Zhejiang Reclaim Construction Group Co. Ltd,,SHE,CNY,Common Stock,CNE1000013P1,,,,,,,,,,
1028,2587.SZ,Shenzhen AOTO Electronics Co. Ltd,,SHE,CNY,Common Stock,CNE1000013V9,,,,,,,,,,
1029,2588.SZ,Stanley Agriculture Group Co.Ltd,,SHE,CNY,Common Stock,CNE1000013W7,,,,,,,,,,
1030,2589.SZ,Realcan Pharmaceutical Group Co. Ltd,,SHE,CNY,Common Stock,CNE1000013X5,,,,,,,,,,
1031,2590.SZ,Zhejiang VIE Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000013Y3,,,,,,,,,,
1032,2591.SZ,Jiangxi Hengda Hi-Tech Co.Ltd,,SHE,CNY,Common Stock,CNE1000014V7,,,,,,,,,,
1033,2592.SZ,Nanning Baling Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001930,,,,,,,,,,
1034,2593.SZ,Xiamen Sunrise Group Co. Ltd,,SHE,CNY,Common Stock,CNE1000014Y1,,,,,,,,,,
1035,2594.SZ,BYD Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
1036,2595.SZ,Himile Mechanical Science and Technology (Shandong) Co. Ltd,,SHE,CNY,Common Stock,CNE1000014X3,,,,,,,,,,
1037,2596.SZ,Hainan RuiZe New Building Material Co.Ltd,,SHE,CNY,Common Stock,CNE1000015B6,,,,,,,,,,
1038,2597.SZ,Anhui Jinhe Industrial Co. Ltd,,SHE,CNY,Common Stock,CNE1000015C4,,,,,,,,,,
1039,2598.SZ,Shandong Zhangqiu Blower Co. Ltd,,SHE,CNY,Common Stock,CNE1000015D2,,,,,,,,,,
1040,2599.SZ,Beijing Shengtong Printing Co. Ltd,,SHE,CNY,Common Stock,CNE1000015K7,,,,,,,,,,
